timestamp,load,threads,total_threads,events_seconds,total_time,latency_min,latency_avg,latency_max,latency_95th,latency_sum,events_avg,events_stddev,execution_time_avg,execution_time_stddev
2025-03-29 04:50:53.611,12500,2,8,2002.64,6.2406,0.96,1.0,1.53,1.01,12478.02,6250.0,0.0,6.239,0.0
2025-03-29 04:51:27.488,25000,2,8,738.74,33.8402,2.48,2.71,5.48,2.76,67674.73,12500.0,1.0,33.8374,0.0
2025-03-29 04:52:57.087,37500,2,8,418.7,89.5614,4.67,4.78,6.39,4.82,179111.91,18750.0,5.0,89.556,0.0
2025-03-29 04:55:52.738,50000,2,8,284.71,175.6139,6.93,7.02,10.13,7.17,351212.3,25000.0,8.0,175.6061,0.0
2025-03-29 05:00:52.825,62500,2,8,208.3,300.0498,9.43,9.6,12.98,9.73,600075.01,31250.0,8.0,300.0375,0.0
2025-03-29 05:08:35.496,75000,2,8,162.12,462.6323,12.13,12.34,16.0,12.52,925244.42,37500.0,6.0,462.6222,0.0
2025-03-29 06:30:13.122,12500,2,8,2001.61,6.2437,0.98,1.0,1.32,1.01,12484.57,6250.0,1.0,6.2423,0.0
2025-03-29 06:30:46.955,25000,2,8,739.71,33.7959,2.54,2.7,3.44,2.76,67585.58,12500.0,3.0,33.7928,0.0
2025-03-29 06:32:16.597,37500,2,8,418.5,89.6038,4.67,4.78,7.56,4.82,179197.38,18750.0,10.0,89.5987,0.0
2025-03-29 06:35:13.344,50000,2,8,283.04,176.6493,6.93,7.07,9.22,7.17,353285.72,25000.0,6.0,176.6429,0.0
2025-03-29 06:40:21.032,62500,2,8,203.17,307.6213,8.99,9.84,21.21,11.65,615216.99,31250.0,3.0,307.6085,0.0
2025-03-29 06:48:04.017,75000,2,8,162.0,462.9475,12.12,12.34,15.24,12.52,925870.74,37500.0,5.0,462.9354,0.0
2025-03-29 08:09:37.996,12500,2,8,2017.6,6.1943,0.96,0.99,1.55,1.01,12385.24,6250.0,2.0,6.1926,0.0
2025-03-29 08:10:11.951,25000,2,8,737.24,33.9089,2.54,2.71,3.75,2.76,67811.45,12500.0,3.0,33.9057,0.0
2025-03-29 08:11:41.381,37500,2,8,419.49,89.3924,4.67,4.77,6.48,4.82,178774.21,18750.0,4.0,89.3871,0.0
2025-03-29 08:14:37.694,50000,2,8,283.65,176.2742,6.93,7.05,9.89,7.17,352534.6,25000.0,1.0,176.2673,0.0
2025-03-29 08:19:37.993,62500,2,8,208.15,300.2613,9.43,9.61,12.98,9.73,600506.59,31250.0,7.0,300.2533,0.0
2025-03-29 08:27:18.964,75000,2,8,162.71,460.9338,12.13,12.29,17.26,12.52,921839.41,37500.0,3.0,460.9197,0.0
2025-03-29 01:49:53.743,12500,3,8,2532.33,4.9348,1.07,1.18,1.76,1.21,14800.92,4166.6667,2.05,4.9336,0.0
2025-03-29 01:50:19.328,25000,3,8,979.21,25.5293,2.61,3.06,6.49,3.07,76580.37,8333.3333,3.3,25.5268,0.0
2025-03-29 01:51:26.116,37500,3,8,561.81,66.7471,5.22,5.34,7.99,5.37,200226.46,12500.0,2.83,66.7422,0.0
2025-03-29 01:53:37.816,50000,3,8,379.76,131.6592,7.75,7.9,10.57,7.98,394956.19,16666.6667,5.73,131.6521,0.0
2025-03-29 01:57:21.852,62500,3,8,279.13,223.9097,10.54,10.75,14.22,10.84,671699.01,20833.3333,10.5,223.8997,0.0
2025-03-29 02:03:08.698,75000,3,8,216.28,346.771,11.53,13.87,40.32,13.95,1040282.55,25000.0,4.32,346.7609,0.0
2025-03-29 03:29:17.177,12500,3,8,2538.25,4.9232,1.07,1.18,1.71,1.21,14766.23,4166.6667,4.78,4.9221,0.0
2025-03-29 03:29:42.646,25000,3,8,983.27,25.424,2.99,3.05,4.05,3.07,76262.1,8333.3333,4.64,25.4207,0.0
2025-03-29 03:30:49.519,37500,3,8,561.48,66.7869,5.22,5.34,7.24,5.37,200347.74,12500.0,1.41,66.7826,0.0
2025-03-29 03:33:01.773,50000,3,8,378.21,132.2018,6.76,7.93,14.51,7.98,396584.02,16666.6667,0.47,132.1947,0.0
2025-03-29 03:36:46.772,62500,3,8,277.88,224.9195,10.54,10.8,14.69,10.84,674730.55,20833.3333,1.7,224.9102,0.0
2025-03-29 03:42:33.912,75000,3,8,216.08,347.0872,11.55,13.88,29.72,13.95,1041236.64,25000.0,0.82,347.0789,0.0
2025-03-29 05:08:40.456,12500,3,8,2540.16,4.9195,1.07,1.18,1.76,1.21,14753.68,4166.6667,2.36,4.9179,0.0
2025-03-29 05:09:06.017,25000,3,8,979.6,25.5192,2.99,3.06,4.04,3.07,76550.85,8333.3333,2.05,25.517,0.0
2025-03-29 05:10:12.832,37500,3,8,561.58,66.7743,5.22,5.34,7.2,5.37,200305.5,12500.0,2.94,66.7685,0.0
2025-03-29 05:12:25.115,50000,3,8,378.15,132.2213,7.75,7.93,10.69,7.98,396649.21,16666.6667,2.49,132.2164,0.0
2025-03-29 05:16:09.080,62500,3,8,279.11,223.9225,10.54,10.75,14.44,10.84,671739.21,20833.3333,6.18,223.9131,0.0
2025-03-29 05:21:56.100,75000,3,8,216.15,346.9779,13.55,13.88,17.66,13.95,1040900.47,25000.0,3.56,346.9668,0.0
2025-03-29 06:48:08.972,12500,3,8,2542.77,4.9145,1.07,1.18,1.75,1.21,14739.92,4166.6667,3.68,4.9133,0.0
2025-03-29 06:48:34.440,25000,3,8,983.18,25.4262,2.99,3.05,4.03,3.07,76268.95,8333.3333,3.09,25.423,0.0
2025-03-29 06:49:41.201,37500,3,8,562.03,66.721,5.22,5.34,7.22,5.37,200151.21,12500.0,3.56,66.7171,0.0
2025-03-29 06:51:53.440,50000,3,8,378.22,132.1974,7.75,7.93,10.47,7.98,396570.73,16666.6667,3.3,132.1902,0.0
2025-03-29 06:55:37.269,62500,3,8,279.28,223.7877,10.54,10.74,14.06,10.84,671343.75,20833.3333,5.31,223.7812,0.0
2025-03-29 07:01:24.118,75000,3,8,216.26,346.8079,13.55,13.87,18.04,13.95,1040390.76,25000.0,2.45,346.7969,0.01
2025-03-29 08:27:23.925,12500,3,8,2539.74,4.9204,1.07,1.18,1.75,1.21,14758.3,4166.6667,2.05,4.9194,0.0
2025-03-29 08:27:49.399,25000,3,8,983.09,25.4286,2.99,3.05,5.77,3.07,76276.0,8333.3333,2.49,25.4253,0.0
2025-03-29 08:28:55.964,37500,3,8,563.74,66.5188,5.22,5.32,7.19,5.37,199543.48,12500.0,4.55,66.5145,0.0
2025-03-29 08:31:07.699,50000,3,8,379.67,131.6924,7.75,7.9,10.82,7.98,395059.26,16666.6667,8.18,131.6864,0.0
2025-03-29 08:34:52.542,62500,3,8,278.02,224.8017,10.54,10.79,14.11,10.84,674378.43,20833.3333,4.5,224.7928,0.0
2025-03-29 08:40:38.183,75000,3,8,217.01,345.599,13.55,13.82,17.58,13.95,1036764.03,25000.0,11.43,345.588,0.01
2025-03-29 02:03:12.851,12500,4,8,3040.24,4.1099,1.16,1.31,1.9,1.32,16433.8,3125.0,2.24,4.1085,0.0
2025-03-29 02:03:34.210,25000,4,8,1172.96,21.312,3.39,3.41,4.53,3.43,85235.78,6250.0,3.08,21.3089,0.0
2025-03-29 02:04:29.919,37500,4,8,673.66,55.6646,5.72,5.94,8.63,5.99,222638.95,9375.0,0.71,55.6597,0.0
2025-03-29 02:06:20.127,50000,4,8,453.87,110.1631,8.5,8.81,11.91,8.9,440622.22,12500.0,5.24,110.1556,0.0
2025-03-29 02:09:27.535,62500,4,8,333.58,187.3624,11.56,11.99,15.26,12.08,749415.46,15625.0,4.18,187.3539,0.0
2025-03-29 02:14:16.676,75000,4,8,259.43,289.0957,14.87,15.42,20.12,15.55,1156337.28,18750.0,3.24,289.0843,0.0
2025-03-29 03:42:38.084,12500,4,8,3026.18,4.129,1.16,1.32,1.98,1.37,16509.87,3125.0,2.12,4.1275,0.0
2025-03-29 03:42:59.419,25000,4,8,1174.25,21.2885,3.28,3.41,4.53,3.43,85143.15,6250.0,1.58,21.2858,0.0
2025-03-29 03:43:55.131,37500,4,8,673.63,55.6673,5.72,5.94,7.95,5.99,222652.16,9375.0,4.85,55.663,0.0
2025-03-29 03:45:45.368,50000,4,8,453.75,110.1923,8.5,8.81,12.0,8.9,440746.66,12500.0,3.32,110.1867,0.0
2025-03-29 03:48:52.827,62500,4,8,333.48,187.4152,11.56,11.99,16.51,12.08,749614.63,15625.0,5.61,187.4037,0.0
2025-03-29 03:53:42.074,75000,4,8,259.33,289.2022,14.87,15.42,19.78,15.55,1156761.91,18750.0,6.96,289.1905,0.01
2025-03-29 05:22:00.262,12500,4,8,3034.2,4.1181,1.19,1.32,1.87,1.37,16465.84,3125.0,4.06,4.1165,0.0
2025-03-29 05:22:21.596,25000,4,8,1174.3,21.2878,3.28,3.41,4.64,3.43,85142.21,6250.0,1.73,21.2856,0.0
2025-03-29 05:23:17.311,37500,4,8,673.6,55.6695,5.72,5.94,8.1,5.99,222655.43,9375.0,4.64,55.6639,0.0
2025-03-29 05:25:07.566,50000,4,8,453.67,110.2096,8.5,8.82,12.29,8.9,440816.01,12500.0,5.0,110.204,0.0
2025-03-29 05:28:14.954,62500,4,8,333.61,187.3436,11.56,11.99,16.12,12.08,749333.32,15625.0,4.18,187.3333,0.0
2025-03-29 05:33:04.077,75000,4,8,259.5,289.0165,14.87,15.41,19.8,15.55,1156024.69,18750.0,5.87,289.0062,0.0
2025-03-29 07:01:28.265,12500,4,8,3045.28,4.1031,1.16,1.31,2.0,1.32,16408.25,3125.0,3.0,4.1021,0.0
2025-03-29 07:01:49.594,25000,4,8,1174.6,21.2823,3.28,3.4,4.53,3.43,85116.88,6250.0,4.36,21.2792,0.0
2025-03-29 07:02:45.266,37500,4,8,674.12,55.6264,5.72,5.93,8.01,5.99,222485.44,9375.0,3.67,55.6214,0.0
2025-03-29 07:04:35.366,50000,4,8,454.31,110.0552,8.5,8.8,11.98,8.9,440190.46,12500.0,5.87,110.0476,0.0
2025-03-29 07:07:42.636,62500,4,8,333.82,187.2243,11.56,11.98,16.15,12.08,748863.81,15625.0,5.24,187.216,0.0
2025-03-29 07:12:31.688,75000,4,8,259.51,289.0064,14.87,15.41,19.67,15.55,1155975.51,18750.0,4.69,288.9939,0.01
2025-03-29 08:40:42.333,12500,4,8,3043.12,4.106,1.16,1.31,1.91,1.32,16419.02,3125.0,4.06,4.1048,0.0
