ID,Timestamp,Capacidad disponible,Capacidad utilizada,% Memoria utilizada
391,2025-03-01 20:21:10,5265456,4878584,48.0931
392,2025-03-01 20:21:13,5272620,4864264,47.9858
393,2025-03-01 20:21:16,5272232,4864288,47.9878
394,2025-03-01 20:21:19,5272232,4864312,47.9879
395,2025-03-01 20:21:22,5266928,4864440,48.0137
396,2025-03-01 20:21:25,5265680,4864276,48.0187
397,2025-03-01 20:21:28,5271100,4864368,47.9935
398,2025-03-01 20:21:31,5278184,4893040,48.1067
399,2025-03-01 20:21:34,5290612,4878760,47.9750
400,2025-03-01 20:21:37,5287296,4878704,47.9904
401,2025-03-01 20:21:40,5286496,4878640,47.9938
402,2025-03-01 20:21:43,5289240,4864328,47.9076
403,2025-03-01 20:21:46,5298356,4864336,47.8646
404,2025-03-01 20:21:49,5287196,4878824,47.9915
405,2025-03-01 20:21:52,5297732,4864360,47.8677
406,2025-03-01 20:21:55,5272544,4878792,48.0606
407,2025-03-01 20:21:59,5272064,4878792,48.0629
408,2025-03-01 20:22:02,5294244,4864384,47.8843
409,2025-03-01 20:22:05,5299304,4864896,47.8630
410,2025-03-01 20:22:08,5245976,4879564,48.1907
411,2025-03-01 20:22:11,5278364,4865324,47.9641
412,2025-03-01 20:22:14,5279572,4865260,47.9580
413,2025-03-01 20:22:17,5261584,4879668,48.1170
414,2025-03-01 20:22:20,5257740,4879616,48.1350
415,2025-03-01 20:22:23,5261040,4879560,48.1190
416,2025-03-01 20:22:26,5265544,4879608,48.0979
417,2025-03-01 20:22:29,5263032,4879672,48.1102
418,2025-03-01 20:22:32,5264364,4879712,48.1041
419,2025-03-01 20:22:35,5220720,4908248,48.4575
420,2025-03-01 20:22:38,5266952,4879780,48.0921
421,2025-03-01 20:22:41,5275136,4879660,48.0528
422,2025-03-01 20:22:44,5294148,4865468,47.8903
423,2025-03-01 20:22:47,5283580,4865204,47.9388
424,2025-03-01 20:22:50,5281432,4865428,47.9501
425,2025-03-01 20:22:53,5278432,4865484,47.9646
426,2025-03-01 20:22:56,5276200,4865636,47.9759
427,2025-03-01 20:22:59,5275696,4865572,47.9779
428,2025-03-01 20:23:02,5272804,4865504,47.9913
429,2025-03-01 20:23:05,5226508,4908792,48.4326
430,2025-03-01 20:23:09,5252840,4880112,48.1608
431,2025-03-01 20:23:12,5253096,4880128,48.1597
432,2025-03-01 20:23:15,5279392,4880064,48.0347
433,2025-03-01 20:23:18,5273104,4880072,48.0645
434,2025-03-01 20:23:21,5281276,4879944,48.0252
435,2025-03-01 20:23:24,5279392,4880144,48.0351
436,2025-03-01 20:23:27,5278980,4880128,48.0370
437,2025-03-01 20:23:30,5277284,4880208,48.0454
438,2025-03-01 20:23:33,5286156,4880176,48.0033
439,2025-03-01 20:23:36,5259116,4891612,48.1898
440,2025-03-01 20:23:39,5249324,4877096,48.1621
441,2025-03-01 20:23:42,5267816,4862828,48.0012
442,2025-03-01 20:23:45,5272376,4862820,47.9795
443,2025-03-01 20:23:48,5273244,4862852,47.9756
444,2025-03-01 20:23:51,5273660,4862916,47.9740
445,2025-03-01 20:23:54,5266456,4863076,48.0089
446,2025-03-01 20:23:57,5265996,4863100,48.0112
447,2025-03-01 20:24:00,5267656,4863036,48.0030
448,2025-03-01 20:24:03,5267348,4862996,48.0043
449,2025-03-01 20:24:06,5258552,4877496,48.1203
450,2025-03-01 20:24:09,5253692,4865240,48.0806
451,2025-03-01 20:24:12,5278808,4865328,47.9620
452,2025-03-01 20:24:16,5294588,4865264,47.8872
453,2025-03-01 20:24:19,5293400,4865284,47.8929
454,2025-03-01 20:24:22,5290940,4865284,47.9045
455,2025-03-01 20:24:25,5290792,4865240,47.9049
456,2025-03-01 20:24:28,5292400,4865212,47.8972
457,2025-03-01 20:24:31,5291372,4865292,47.9025
458,2025-03-01 20:24:34,5295900,4865332,47.8813
459,2025-03-01 20:24:37,5254388,4879628,48.1510
460,2025-03-01 20:24:40,5254040,4879572,48.1523
461,2025-03-01 20:24:43,5260092,4877612,48.1136
462,2025-03-01 20:24:46,5258104,4877564,48.1228
463,2025-03-01 20:24:49,5268364,4877636,48.0745
464,2025-03-01 20:24:52,5266608,4877636,48.0828
465,2025-03-01 20:24:55,5266224,4877668,48.0848
466,2025-03-01 20:24:58,5273336,4877756,48.0515
467,2025-03-01 20:25:01,5291788,4863484,47.8912
468,2025-03-01 20:25:04,5293072,4863508,47.8853
469,2025-03-01 20:25:07,5265428,4892144,48.1625
470,2025-03-01 20:25:10,5266240,4892216,48.1591
471,2025-03-01 20:25:13,5259536,4877904,48.1177
472,2025-03-01 20:25:16,5296792,4879952,47.9520
473,2025-03-01 20:25:20,5298576,4879896,47.9433
