ID,Timestamp,%CPU (global),%CPU (user),%CPU(system)
427,2025-03-09 18:21:14,15.3,5.9,8.2
428,2025-03-09 18:21:19,9.4,4.7,3.5
429,2025-03-09 18:21:24,7.1,3.6,3.6
430,2025-03-09 18:21:30,11.5,5.7,3.4
431,2025-03-09 18:21:35,15.3,10.6,3.5
432,2025-03-09 18:21:40,7.2,3.6,2.4
433,2025-03-09 18:21:45,8.3,4.8,3.6
434,2025-03-09 18:21:50,15.7,4.8,2.4
435,2025-03-09 18:21:56,9.4,4.7,3.5
436,2025-03-09 18:22:01,9.4,4.7,3.5
437,2025-03-09 18:22:06,8.3,3.6,3.6
438,2025-03-09 18:22:11,8.3,4.8,2.4
439,2025-03-09 18:22:17,9.4,5.9,2.4
440,2025-03-09 18:22:22,10.6,5.9,3.5
441,2025-03-09 18:22:27,9.4,4.7,3.5
442,2025-03-09 18:22:32,9.5,4.8,3.6
443,2025-03-09 18:22:37,8.3,3.6,3.6
444,2025-03-09 18:22:43,9.5,6.0,3.6
445,2025-03-09 18:22:48,9.4,4.7,3.5
446,2025-03-09 18:22:53,9.4,4.7,3.5
447,2025-03-09 18:22:58,13.1,6.0,6.0
448,2025-03-09 18:23:04,15.1,8.1,5.8
449,2025-03-09 18:23:09,11.8,7.1,3.5
450,2025-03-09 18:23:14,8.3,4.8,2.4
451,2025-03-09 18:23:19,10.7,6.0,3.6
452,2025-03-09 18:23:25,10.6,5.9,3.5
453,2025-03-09 18:23:30,12.0,7.2,3.6
454,2025-03-09 18:23:35,16.7,8.8,5.9
455,2025-03-09 18:23:40,16.3,8.1,5.8
456,2025-03-09 18:23:45,8.3,4.8,3.6
457,2025-03-09 18:23:51,10.6,5.9,3.5
458,2025-03-09 18:23:56,11.6,7.0,2.3
459,2025-03-09 18:24:01,11.6,5.8,3.5
460,2025-03-09 18:24:06,12.6,5.7,5.7
461,2025-03-09 18:24:12,8.3,4.8,2.4
462,2025-03-09 18:24:17,9.4,4.7,2.4
463,2025-03-09 18:24:22,8.3,4.8,3.6
464,2025-03-09 18:24:27,9.5,4.8,3.6
465,2025-03-09 18:24:32,8.3,3.6,3.6
466,2025-03-09 18:24:38,10.7,4.8,4.8
467,2025-03-09 18:24:43,20.0,7.1,3.5
468,2025-03-09 18:24:48,8.3,4.8,3.6
469,2025-03-09 18:24:53,13.3,7.2,4.8
470,2025-03-09 18:24:59,8.3,3.6,4.8
471,2025-03-09 18:25:04,8.3,4.8,3.6
472,2025-03-09 18:25:09,10.7,6.0,3.6
